ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target,,
5044984,Female,No,Yes,No,Yes,No,Yes,0,2,21,141750,55.70271806,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5044992,Female,No,Yes,No,No,No,No,0,1,18,157500,59.66173159,13.93320876,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,No,,
5045014,Female,Yes,Yes,Yes,Yes,No,No,2,4,36,144000,31.97875384,10.60391384,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045029,Female,Yes,Yes,No,No,No,No,1,3,38,121500,44.11863351,1.932962347,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5045038,Male,Yes,Yes,No,No,No,No,2,4,54,202500,32.41134315,2.184849792,Working,Higher education,Married,House / apartment,Managers,No,,
5045046,Female,No,No,No,No,Yes,No,0,1,9,202500,32.83024292,1.932962347,Working,Higher education,Single / not married,House / apartment,Laborers,No,,
5045054,Male,No,Yes,No,Yes,No,No,2,4,20,675000,38.77697694,18.85322765,State servant,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5045066,Female,No,Yes,No,No,No,No,0,2,37,135000,22.05657885,1.185513734,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,Yes,,
5045069,Female,No,No,No,No,No,No,0,2,52,112500,28.32091008,6.935118449,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045072,Male,No,Yes,No,No,No,Yes,0,2,16,76500,47.49994866,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045076,Female,Yes,Yes,No,No,No,No,0,1,51,166500,33.77755875,11.6059878,Commercial associate,Higher education,Single / not married,House / apartment,Managers,No,,
5045086,Female,Yes,Yes,No,No,No,Yes,0,2,15,157500,64.19570559,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5045102,Female,No,Yes,No,No,No,Yes,0,1,27,202500,57.84102343,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5045134,Female,No,No,No,No,No,No,1,3,46,112500,33.42984456,7.521030548,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,No,,
5045155,Female,No,Yes,Yes,Yes,No,No,1,3,6,58500,26.4536575,2.935036311,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,No,,
5045159,Female,Yes,Yes,No,Yes,No,No,2,4,25,126000,31.2997529,0.353190004,Working,Incomplete higher,Married,House / apartment,Core staff,No,,
5045178,Female,No,Yes,No,Yes,No,No,0,2,5,450000,64.30795978,14.10022109,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,No,,
5045187,Male,No,Yes,No,No,No,No,0,2,21,180000,43.06727722,22.76843467,State servant,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5045191,Female,Yes,Yes,No,No,No,No,1,2,58,202500,38.53877903,5.766032157,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,No,,
5045201,Female,Yes,Yes,No,No,No,Yes,0,2,27,139500,57.52068831,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045208,Female,Yes,Yes,No,No,No,No,0,2,50,112500,42.25959465,0.681738845,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045211,Female,No,Yes,Yes,No,No,No,1,3,36,76500,43.54641095,24.10179538,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5045220,Female,No,No,Yes,No,No,No,1,3,36,45000,30.30863057,1.76595002,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5045224,Male,No,Yes,No,No,No,No,0,1,30,99000,49.15090659,11.18708803,Working,Secondary / secondary special,Separated,House / apartment,Other,No,,
5045234,Female,No,No,No,No,No,No,1,2,35,144000,33.40246549,12.43831153,Working,Secondary / secondary special,Separated,House / apartment,Other,No,,
5045245,Female,Yes,Yes,No,Yes,No,No,1,3,48,270000,37.96108065,4.605159586,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5045253,Female,No,Yes,No,No,No,No,1,3,28,270000,57.09631272,10.10013895,Working,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5045265,Female,No,Yes,No,No,No,Yes,0,1,49,90000,59.08677112,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5045272,Female,No,Yes,No,No,No,No,2,4,26,180000,37.74752391,8.438229396,Working,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5045282,Female,No,Yes,No,No,No,No,0,1,45,112500,42.91669233,6.017919601,Commercial associate,Higher education,Single / not married,House / apartment,Secretaries,No,,
5045284,Female,No,No,Yes,No,No,No,0,2,32,90000,26.95469448,3.353936084,Commercial associate,Higher education,Married,With parents,Core staff,Yes,,
5045286,Female,No,Yes,No,No,No,No,0,1,37,67500,48.25013518,25.35301888,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,Yes,,
5045294,Female,Yes,Yes,No,No,No,No,0,2,39,360000,43.36844699,4.933708427,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Managers,No,,
5045299,Female,Yes,Yes,No,No,No,No,0,2,20,270000,60.11074834,34.10063177,State servant,Higher education,Married,House / apartment,Core staff,Yes,,
5045306,Male,No,Yes,No,Yes,No,No,1,3,38,202500,45.79970841,19.35426463,Working,Higher education,Married,House / apartment,Managers,No,,
5045310,Female,No,Yes,No,No,No,No,0,1,2,157500,45.35342957,7.605905665,Commercial associate,Secondary / secondary special,Widow,House / apartment,Private service staff,No,,
5045342,Male,Yes,Yes,Yes,Yes,No,No,0,2,39,176400,26.8835089,0.520202331,Commercial associate,Higher education,Married,Rented apartment,Sales staff,No,,
5045349,Female,No,Yes,No,No,No,No,0,1,8,90000,48.48833309,4.851571216,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,No,,
5045352,Female,No,Yes,No,No,No,No,1,3,6,76500,29.84866219,2.877540264,Working,Incomplete higher,Married,With parents,Sales staff,No,,
5045353,Female,No,Yes,No,Yes,No,Yes,0,2,53,157500,59.09772275,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5045356,Male,Yes,Yes,Yes,Yes,No,No,0,2,12,360000,58.20242715,5.631874713,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5045362,Male,No,Yes,Yes,No,No,No,0,1,20,135000,47.85587658,6.127435882,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5045367,Male,No,No,No,No,No,No,0,1,6,166500,35.38197225,0.465444191,Working,Incomplete higher,Single / not married,Municipal apartment,Cooking staff,No,,
5045369,Female,No,Yes,No,No,No,No,0,2,19,225000,56.73764691,15.29668645,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045374,Female,No,Yes,No,No,No,No,1,3,7,157500,30.35517499,1.295030014,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,Yes,,
5045379,Male,Yes,Yes,No,Yes,No,No,0,2,48,261000,43.63128606,4.128763767,Working,Incomplete higher,Married,House / apartment,Managers,No,,
5045393,Male,No,Yes,Yes,No,Yes,No,0,2,20,112500,57.97244297,1.798804904,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,No,,
5045394,Female,No,Yes,Yes,Yes,No,No,1,3,10,126000,31.37915221,3.296440036,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,No,,
5045408,Female,No,Yes,No,No,No,No,2,3,59,337500,31.32165616,6.631210771,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
5045412,Female,Yes,Yes,No,No,No,No,2,4,28,180000,36.6496232,3.876876322,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5045413,Female,Yes,Yes,No,Yes,No,Yes,0,2,17,72000,61.09365695,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045418,Female,No,Yes,No,Yes,No,Yes,0,2,57,85500,65.98629678,0,Pensioner,Lower secondary,Civil marriage,House / apartment,Other,No,,
5045421,Male,No,Yes,No,No,No,Yes,0,2,29,135000,53.89569943,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5045428,Male,Yes,No,No,No,No,No,0,1,44,270000,26.93826704,4.295776094,Working,Higher education,Single / not married,House / apartment,HR staff,Yes,,
5045432,Male,Yes,Yes,No,No,No,No,0,1,44,135000,36.70711924,1.464780249,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,Yes,,
5045433,Male,Yes,No,No,No,No,No,0,2,3,76500,28.35376496,3.715339808,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5045434,Male,No,No,No,No,No,No,1,3,39,135000,39.79274044,18.21255741,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,Yes,,
5045438,Male,Yes,Yes,No,No,No,Yes,0,2,27,180000,64.46675839,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5045440,Male,No,Yes,No,No,No,No,0,1,11,144000,23.7978877,1.295030014,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
5045442,Male,Yes,Yes,No,No,No,No,0,2,14,112500,47.59851332,3.633202598,Working,Higher education,Married,House / apartment,Core staff,No,,
5045445,Male,No,Yes,No,No,No,Yes,0,2,20,261000,64.80078304,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045446,Female,Yes,Yes,No,No,No,No,0,1,8,247500,52.14617686,15.38156157,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5045456,Male,Yes,No,No,No,No,No,2,4,43,180000,39.56823206,11.63336687,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5045459,Female,No,No,Yes,Yes,No,No,1,3,40,162000,41.44369836,6.127435882,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,No,,
5045462,Female,Yes,Yes,No,No,No,No,0,2,4,180000,22.27013559,1.798804904,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,Yes,,
5045465,Female,No,No,Yes,No,No,No,0,1,48,270000,37.67907623,5.379987269,Working,Higher education,Single / not married,Rented apartment,Medicine staff,Yes,,
5045468,Female,No,Yes,No,No,Yes,No,0,2,32,315000,37.20541832,0.547581401,Working,Higher education,Married,House / apartment,Accountants,No,,
5045473,Male,Yes,Yes,No,No,No,Yes,0,2,15,202500,61.46053649,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045490,Female,No,Yes,No,No,No,Yes,0,1,5,90000,56.88001807,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,No,,
5045491,Female,No,Yes,No,No,No,No,0,2,4,315000,36.20608226,3.381315154,State servant,Higher education,Married,House / apartment,Core staff,No,,
5045493,Female,No,Yes,No,No,No,No,1,3,8,72000,34.28407154,1.045880477,Working,Higher education,Married,House / apartment,High skill tech staff,Yes,,
5045499,Male,No,Yes,No,No,No,No,2,4,45,360000,48.74569635,3.129427709,Working,Secondary / secondary special,Married,House / apartment,Drivers,Yes,,
5045502,Female,No,Yes,No,No,No,No,0,2,14,202500,40.55661649,1.798804904,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5045505,Male,Yes,No,No,No,No,No,1,3,12,180000,31.48045477,12.29594037,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045519,Female,No,Yes,Yes,Yes,No,No,0,1,15,180000,25.0080426,4.961087497,Working,Higher education,Single / not married,House / apartment,Secretaries,Yes,,
5045520,Female,No,No,No,No,No,Yes,0,2,50,225000,58.54466553,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045523,Female,No,Yes,No,No,No,Yes,0,1,3,112500,60.55976509,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5045533,Male,Yes,No,No,No,No,No,2,4,44,225000,29.94448894,4.213638884,State servant,Higher education,Married,With parents,High skill tech staff,No,,
5045551,Male,Yes,No,No,No,No,No,1,3,16,180000,40.40876952,2.713265844,State servant,Secondary / secondary special,Married,House / apartment,Drivers,Yes,,
5045557,Male,Yes,Yes,No,No,No,No,1,3,16,157500,49.25768496,9.046044751,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045567,Female,No,Yes,Yes,No,No,No,0,2,60,99000,51.95452336,10.21239314,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5045572,Male,No,Yes,No,No,No,Yes,2,4,23,135000,44.82501352,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5045582,Female,No,Yes,No,No,No,No,3,4,14,157500,28.23603496,2.713265844,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff,No,,
5045584,Female,Yes,Yes,No,No,No,No,0,2,54,153000,40.97551627,0.465444191,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045602,Female,Yes,No,No,No,No,No,0,2,23,112500,42.21031233,4.295776094,Working,Higher education,Married,Municipal apartment,Other,No,,
5045608,Female,No,Yes,No,No,No,No,2,4,39,90000,32.20326222,1.960341417,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045614,Male,Yes,Yes,No,No,No,No,1,3,32,360000,42.5908814,3.633202598,Working,Higher education,Married,House / apartment,Drivers,No,,
5045620,Female,No,Yes,No,No,No,No,1,3,50,270000,39.4258609,6.877622402,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5045634,Female,No,Yes,Yes,No,No,No,1,3,28,157500,28.76992683,0.380569074,Working,Incomplete higher,Married,House / apartment,Core staff,No,,
5045636,Male,Yes,Yes,Yes,No,No,No,1,3,24,139500,39.30265509,15.21454924,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045645,Female,No,Yes,No,No,No,Yes,0,2,32,67500,58.86500065,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045648,Female,Yes,Yes,No,Yes,No,No,0,2,31,157500,40.66887068,6.713347981,Working,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5045656,Male,No,Yes,No,No,No,Yes,0,2,10,30150,65.08004956,0,Pensioner,Lower secondary,Married,House / apartment,Other,No,,
5045659,Male,Yes,Yes,No,No,No,No,0,1,26,180000,23.29137491,2.962415382,State servant,Higher education,Single / not married,House / apartment,Core staff,No,,
5045662,Female,No,Yes,Yes,Yes,No,No,0,2,10,180000,39.78178881,12.79971526,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5045672,Female,No,Yes,No,No,No,No,1,3,41,270000,34.82891504,14.3794876,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,No,,
5045681,Female,No,Yes,Yes,Yes,No,No,1,3,10,270000,37.64348344,7.876958459,Working,Higher education,Married,House / apartment,Managers,No,,
5045687,Female,No,Yes,Yes,Yes,No,No,0,1,20,247500,37.75026181,10.46428058,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,No,,
5045696,Female,No,Yes,No,No,No,No,1,3,14,135000,29.76652498,2.877540264,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5045700,Female,No,Yes,No,No,No,No,0,1,48,126000,44.45265817,8.213721021,Commercial associate,Higher education,Separated,House / apartment,Managers,No,,
5045708,Male,No,Yes,No,No,No,No,0,1,49,180000,28.15115985,0.295693957,Commercial associate,Higher education,Separated,House / apartment,Core staff,No,,
5045712,Female,Yes,Yes,No,No,No,No,1,3,2,202500,45.17272771,6.546335654,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045717,Male,Yes,Yes,No,No,No,No,1,3,8,225000,34.51679364,5.960423554,Working,Higher education,Married,House / apartment,High skill tech staff,No,,
5045721,Male,No,No,No,No,No,No,1,2,46,216000,29.50368591,3.214302826,Commercial associate,Higher education,Separated,House / apartment,Laborers,No,,
5045726,Female,No,Yes,No,No,No,Yes,0,2,42,155250,60.35442206,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045734,Male,Yes,No,No,No,No,No,0,1,44,292500,28.63850729,0.632456519,Working,Higher education,Single / not married,House / apartment,Drivers,Yes,,
5045738,Male,No,No,No,No,No,No,0,1,13,180000,22.33310746,0.295693957,Commercial associate,Higher education,Single / not married,House / apartment,Other,No,,
5045739,Male,No,No,No,No,No,No,0,1,13,225000,25.8677454,2.798140961,Commercial associate,Incomplete higher,Single / not married,House / apartment,Drivers,No,,
5045742,Male,Yes,No,No,No,No,No,0,2,37,225000,36.33476389,4.295776094,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5045745,Male,Yes,Yes,No,No,No,No,0,2,36,202500,40.77564906,7.129509846,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045756,Female,Yes,No,No,No,No,No,2,3,13,405000,38.59901298,5.045962614,Commercial associate,Higher education,Separated,House / apartment,Core staff,No,,
5045758,Female,Yes,No,No,Yes,No,No,0,2,18,270000,54.65683758,3.381315154,Working,Higher education,Married,House / apartment,Medicine staff,No,,
5045763,Female,No,No,No,Yes,No,No,0,2,9,450000,37.56408414,5.295112152,Commercial associate,Higher education,Married,House / apartment,Sales staff,No,,
5045767,Male,Yes,No,No,No,No,No,0,1,38,180000,25.40230121,3.047290499,Working,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5045772,Male,No,Yes,No,No,No,No,1,3,43,180000,25.84858005,3.381315154,Working,Higher education,Married,House / apartment,Managers,No,,
5045779,Female,No,Yes,No,No,No,Yes,0,1,48,72000,64.87196862,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5045783,Female,Yes,No,No,No,No,No,0,2,16,292500,28.24424868,4.465526328,State servant,Higher education,Civil marriage,House / apartment,High skill tech staff,No,,
5045785,Male,Yes,No,No,No,Yes,No,0,2,42,225000,36.54558273,0.465444191,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,No,,
5045793,Female,No,No,No,No,No,No,0,1,16,414000,56.91013505,3.961751439,Working,Higher education,Separated,House / apartment,Other,No,,
5045796,Female,Yes,No,No,No,No,No,0,2,9,202500,25.30373656,0.380569074,Working,Higher education,Married,House / apartment,Accountants,No,,
5045800,Male,Yes,Yes,No,Yes,No,No,1,3,2,427500,32.55919013,6.962497519,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5045803,Female,No,Yes,No,No,No,Yes,0,2,9,52650,48.68820031,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045806,Female,Yes,No,Yes,No,No,No,0,2,43,157500,58.61311321,6.877622402,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045809,Male,Yes,No,Yes,No,No,No,0,2,27,135000,42.48957884,5.546999596,Working,Higher education,Married,House / apartment,Other,No,,
5045812,Female,No,Yes,No,No,No,Yes,0,2,44,270000,61.16484254,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5045829,Female,No,Yes,No,No,No,No,0,2,25,67500,37.42171297,2.212228862,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045832,Female,No,No,No,No,No,No,1,2,54,270000,45.22201003,2.713265844,Working,Secondary / secondary special,Separated,House / apartment,Core staff,No,,
5045840,Female,No,Yes,No,No,No,No,1,3,5,180000,39.45871578,12.63270293,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5045844,Female,Yes,No,No,No,No,No,0,2,17,193500,57.0470304,24.54807422,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5045845,Female,Yes,Yes,No,No,No,No,2,4,16,315000,34.55512434,3.633202598,Commercial associate,Higher education,Married,With parents,Managers,Yes,,
5045859,Male,No,No,No,No,No,No,0,2,27,121500,26.66721425,8.295858231,Working,Higher education,Married,House / apartment,Other,No,,
5045866,Female,Yes,Yes,No,No,No,No,1,3,18,315000,45.75042609,8.465608466,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5045876,Male,Yes,No,No,No,No,No,1,3,26,157500,26.62614564,0.380569074,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5045881,Male,No,Yes,No,No,No,Yes,0,2,53,67500,57.088099,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5045888,Female,No,Yes,No,No,No,Yes,0,1,50,225000,63.75490256,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,Yes,,
5045903,Female,No,No,No,No,No,No,0,1,19,90000,23.38446375,1.546917459,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,High skill tech staff,Yes,,
5045904,Female,No,Yes,No,No,No,No,2,4,16,292500,33.07117874,4.295776094,Working,Higher education,Married,House / apartment,Managers,No,,
5045905,Male,Yes,Yes,No,No,No,No,0,2,28,315000,46.51704005,5.546999596,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,No,,
5045918,Female,No,Yes,No,No,No,Yes,0,2,35,40500,65.5263284,0,Pensioner,Lower secondary,Married,House / apartment,Other,Yes,,
5045928,Male,No,No,No,No,No,No,0,1,16,247500,41.16990766,6.045298671,State servant,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5045938,Female,Yes,No,No,No,No,No,1,3,15,387000,36.05275947,7.047372636,Working,Higher education,Married,House / apartment,Managers,No,,
5045953,Female,Yes,Yes,No,No,No,No,0,1,34,157500,52.17629383,10.71343012,Working,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5045957,Male,No,Yes,No,No,No,No,1,3,59,270000,42.83729303,12.63270293,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045966,Male,Yes,No,No,No,No,No,1,3,1,90000,24.87936097,2.877540264,Working,Secondary / secondary special,Married,With parents,Laborers,No,,
5045974,Male,Yes,Yes,Yes,No,No,No,1,3,53,360000,32.21695175,10.63129291,Working,Higher education,Married,House / apartment,Managers,No,,
5045976,Female,No,Yes,No,No,No,No,0,2,24,225000,57.89030576,4.632538656,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5045985,Female,No,No,No,No,No,No,0,1,10,117000,47.24806122,2.127353744,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,Yes,,
5045989,Female,No,Yes,No,No,No,No,0,2,17,157500,41.7695093,12.29594037,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5045994,Male,Yes,No,Yes,Yes,No,No,0,1,58,180000,26.50020192,6.877622402,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,No,,
5045999,Female,No,Yes,No,Yes,No,No,1,2,42,225000,41.17538348,9.128181961,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,No,,
5046006,Female,No,Yes,No,No,No,No,0,2,40,103500,30.0101987,1.295030014,State servant,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,No,,
5046018,Male,Yes,Yes,No,No,No,No,1,3,38,247500,32.83298083,9.798969178,State servant,Secondary / secondary special,Married,House / apartment,Managers,No,,
5046029,Female,Yes,Yes,Yes,No,No,No,1,3,18,90000,46.7333347,0.547581401,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,Yes,,
5046031,Female,Yes,Yes,Yes,No,No,No,2,4,10,157500,30.79597801,3.466190271,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Yes,,
5046032,Female,Yes,Yes,No,No,No,Yes,0,2,35,99000,58.93892414,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5046037,Female,No,Yes,No,No,No,No,0,2,19,180000,50.30630335,0.876130242,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5046040,Female,No,Yes,No,No,No,No,0,2,27,139500,48.73748263,23.21471351,State servant,Higher education,Married,House / apartment,Managers,No,,
5046052,Female,No,No,No,No,No,No,0,2,39,225000,62.55022348,25.29552284,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5046058,Female,No,Yes,Yes,Yes,No,No,0,2,30,202500,35.51612969,6.045298671,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5046062,Female,No,Yes,No,Yes,No,Yes,0,2,34,135000,62.27095697,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5046070,Female,No,Yes,No,No,No,No,0,1,16,270000,53.38371082,3.715339808,State servant,Higher education,Separated,House / apartment,Core staff,No,,
5046075,Female,Yes,Yes,Yes,No,No,No,2,4,34,112500,38.97136834,15.63344901,State servant,Lower secondary,Married,House / apartment,Medicine staff,No,,
5046082,Female,Yes,Yes,No,No,No,No,0,2,33,99000,57.57818436,6.294448209,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5046087,Female,No,Yes,No,No,No,Yes,0,1,44,157500,64.60365374,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5046098,Female,Yes,No,No,No,No,No,0,2,54,202500,51.11946173,3.214302826,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,No,,
5046101,Female,No,Yes,No,Yes,No,Yes,0,1,48,99000,58.87869019,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,No,,
5046105,Female,No,Yes,No,No,No,No,2,4,28,202500,37.3532653,10.63129291,Working,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,No,,
5046110,Male,No,No,Yes,Yes,No,No,0,1,47,126000,34.5414348,5.212974941,Working,Higher education,Single / not married,House / apartment,Core staff,No,,
5046116,Female,No,Yes,Yes,Yes,No,No,0,2,38,135000,55.58225015,8.465608466,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5046129,Female,No,Yes,No,No,No,Yes,0,2,1,76500,27.53239286,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5046130,Male,No,Yes,No,No,No,No,1,3,5,117000,41.98580395,4.295776094,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,No,,
5046134,Male,No,Yes,No,Yes,No,Yes,0,1,3,81000,65.94522817,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5046135,Male,No,No,No,No,No,No,0,1,59,225000,48.61153891,11.8770406,Commercial associate,Secondary / secondary special,Separated,Rented apartment,Drivers,No,,
5046140,Female,No,Yes,No,Yes,No,No,0,2,42,126000,44.13506095,2.713265844,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,No,,
5046142,Male,Yes,No,No,No,No,No,0,2,11,180000,30.23470708,5.714011924,Working,Higher education,Married,With parents,Drivers,Yes,,
5046148,Female,Yes,Yes,Yes,Yes,No,No,0,2,37,90000,52.79779872,7.129509846,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5046156,Female,Yes,Yes,No,Yes,No,Yes,0,2,41,45000,61.3838751,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5046165,Male,Yes,Yes,No,No,No,No,0,2,59,225000,39.86392602,6.631210771,Commercial associate,Higher education,Married,House / apartment,Laborers,No,,
5046169,Male,No,Yes,Yes,Yes,No,No,0,2,23,180000,54.73349898,4.632538656,Working,Secondary / secondary special,Married,House / apartment,Security staff,No,,
5046170,Male,Yes,No,No,No,No,No,0,1,14,180000,55.14692293,0.295693957,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,No,,
5046175,Female,No,Yes,No,No,No,Yes,0,1,39,67500,66.12866794,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5046177,Female,No,No,No,No,No,No,1,3,6,202500,31.34082151,8.295858231,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5046182,Female,No,Yes,No,No,No,No,0,2,32,67500,49.84633497,11.2144671,Working,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5046183,Female,No,Yes,No,No,No,No,2,4,21,115200,40.72910464,1.960341417,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5046185,Female,Yes,Yes,No,No,No,Yes,0,2,36,103500,55.93270225,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5046190,Male,Yes,Yes,Yes,No,No,No,2,4,41,270000,47.31103308,1.546917459,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
